trip_id,dispatched_at,en_route_at,arrived_at,actual_travel_duration_sec,arrival_source,distance_km,google_eta_sec,google_eta_captured_at,city,locality,sector,service_area,service_category,hour,day_of_week,is_weekend,weather_condition,temperature_c,rain_mm,visibility_km,traffic_level,provider_availability_count,demand_level,surge_multiplier,estimated_wait_before_dispatch_sec,quality_score,validation_status,validation_flags,is_synthetic,is_training_eligible
SYN-ETA-017916,2024-04-29T19:55:58,2024-04-29T19:56:29,2024-04-29T20:04:00.300000,451.3,gps_geofence,3.71,434.6,2024-04-29T19:55:58,Gurugram,Sector 42,Sector 43,Gurugram-Sector 42,Deep Cleaning,19,0,0,partly_cloudy,39.7,0.0,8.0,MODERATE,7,LOW,1.0,31.0,0.897,PASS,none,True,False
SYN-ETA-017917,2024-01-07T16:55:51,2024-01-07T16:55:51.300000,2024-01-07T17:14:12.900000,1101.6,gps_geofence,10.4,961.0,2024-01-07T16:55:51,Gurugram,DLF The Belaire,Sector 93,Gurugram-DLF The Belaire,AC Service,16,6,1,partly_cloudy,17.4,0.0,8.0,LOW,7,LOW,1.0,0.3,0.719,PASS,none,True,False
SYN-ETA-017918,2024-03-02T16:42:54,2024-03-02T16:42:57.900000,2024-03-02T16:48:36.500000,338.6,gps_geofence,2.68,317.6,2024-03-02T16:42:54,Noida,Sector 50,Sector 52,Noida-Sector 50,Deep Cleaning,16,5,1,partly_cloudy,33.8,0.0,8.0,MODERATE,9,NORMAL,1.0,3.9,0.738,PASS,none,True,False
SYN-ETA-017919,2024-02-24T18:35:54,2024-02-24T18:35:59.200000,2024-02-24T18:46:48.400000,649.2,gps_geofence,2.65,383.8,2024-02-24T18:35:54,Delhi,Defence Colony,Sector 50,Delhi-Defence Colony,Cleaning,18,5,1,fog,19.9,0.0,2.5,MODERATE,11,LOW,1.0,5.2,0.57,PASS,none,True,False
SYN-ETA-017920,2024-03-10T06:42:45,2024-03-10T06:43:34.900000,2024-03-10T06:53:42.600000,607.7,gps_geofence,6.11,547.2,2024-03-10T06:42:45,Noida,Sector 93A,Sector 52,Noida-Sector 93A,Appliance Repair,6,6,1,clear,41.4,0.0,10.0,LOW,8,HIGH,1.2,49.9,0.843,PASS,none,True,False
SYN-ETA-017921,2024-02-10T08:47:02,2024-02-10T08:47:12.600000,2024-02-10T09:05:55.200000,1122.6,gps_geofence,4.2,799.5,2024-02-10T08:47:02,Delhi,Defence Colony,Sector 42,Delhi-Defence Colony,General Handyman,8,5,1,clear,8.7,0.0,10.0,HIGH,3,LOW,1.0,10.6,0.779,PASS,none,True,False
SYN-ETA-017922,2024-04-04T17:01:18,2024-04-04T17:01:58.100000,2024-04-04T17:23:42.200000,1304.1,gps_geofence,3.56,1052.8,2024-04-04T17:01:18,Gurugram,Sector 42,Sector 42,Gurugram-Sector 42,Deep Cleaning,17,3,0,clear,36.4,0.0,10.0,SEVERE,5,HIGH,1.2,40.1,0.876,PASS,none,True,False
SYN-ETA-017923,2024-05-09T06:25:06,2024-05-09T06:25:33.800000,2024-05-09T06:29:01.900000,208.1,job_start,2.25,208.0,2024-05-09T06:25:06,Delhi,Sunder Nagar,Sector 44,Delhi-Sunder Nagar,Appliance Repair,6,3,0,clear,34.4,0.0,10.0,LOW,9,HIGH,1.2,27.8,0.913,PASS,none,True,False
SYN-ETA-017924,2024-03-17T09:02:20,2024-03-17T09:02:22.300000,2024-03-17T09:16:30.100000,847.8,gps_geofence,1.98,603.9,2024-03-17T09:02:20,Delhi,Malviya Nagar,Sector 62,Delhi-Malviya Nagar,Appliance Repair,9,6,1,partly_cloudy,38.0,0.0,8.0,SEVERE,7,NORMAL,1.0,2.3,0.98,PASS,none,True,False
SYN-ETA-017925,2024-02-17T17:56:38,2024-02-17T17:56:40,2024-02-17T18:57:17.800000,3637.8,gps_geofence,7.8,2439.0,2024-02-17T17:56:38,Noida,Sector 52,Sector 52,Noida-Sector 52,Plumbing,17,5,1,partly_cloudy,24.8,0.0,8.0,SEVERE,6,NORMAL,1.0,2.0,0.942,REVIEW,long_trip,True,False
SYN-ETA-017926,2024-04-03T19:16:34,2024-04-03T19:17:05.100000,2024-04-03T19:39:35.200000,1350.1,gps_geofence,5.28,1217.3,2024-04-03T19:16:34,Gurugram,Sushant Lok,Sector 51,Gurugram-Sushant Lok,Carpentry,19,2,0,dust,43.1,0.0,2.5,HIGH,3,VERY_HIGH,1.5,31.1,0.68,PASS,none,True,False
SYN-ETA-017927,2024-05-27T08:11:45,2024-05-27T08:11:50.700000,2024-05-27T08:22:39.300000,648.6,gps_geofence,2.62,490.2,2024-05-27T08:11:45,Gurugram,Golf Course Road,Sector 75,Gurugram-Golf Course Road,Cleaning,8,0,0,cloudy,37.6,0.0,8.0,HIGH,4,NORMAL,1.0,5.7,0.779,PASS,none,True,False
SYN-ETA-017928,2024-05-15T20:02:13,2024-05-15T20:02:15.100000,2024-05-15T20:19:54.100000,1059.0,gps_geofence,4.54,804.3,2024-05-15T20:02:13,Gurugram,DLF The Camellias,Sector 62,Gurugram-DLF The Camellias,Cleaning,20,2,0,clear,32.9,0.0,10.0,HIGH,4,VERY_HIGH,1.5,2.1,0.681,PASS,none,True,False
SYN-ETA-017929,2024-06-20T08:12:58,2024-06-20T08:13:06.800000,2024-06-20T08:23:28.900000,622.1,gps_geofence,2.52,456.1,2024-06-20T08:12:58,Gurugram,Sector 45,Sector 93,Gurugram-Sector 45,Cleaning,8,3,0,cloudy,28.2,0.0,8.0,HIGH,10,HIGH,1.2,8.8,0.538,PASS,none,True,False
SYN-ETA-017930,2024-03-12T09:55:04,2024-03-12T09:55:13.100000,2024-03-12T10:09:38,864.9,gps_geofence,3.37,731.4,2024-03-12T09:55:04,Delhi,Hauz Khas,Sector 43,Delhi-Hauz Khas,Cleaning,9,1,0,dust,34.9,0.0,2.5,HIGH,8,LOW,1.0,9.1,0.639,PASS,none,True,False
SYN-ETA-017931,2024-01-06T09:33:26,2024-01-06T09:33:27.100000,2024-01-06T09:55:51,1343.9,gps_geofence,5.57,909.4,2024-01-06T09:33:26,Gurugram,Sector 42,Sector 52,Gurugram-Sector 42,Carpentry,9,5,1,partly_cloudy,16.8,0.0,8.0,HIGH,4,NORMAL,1.0,1.1,0.746,PASS,none,True,False
SYN-ETA-017932,2024-06-01T09:49:14,2024-06-01T09:49:14.400000,2024-06-01T09:50:49.500000,95.1,job_start,0.3,59.8,2024-06-01T09:49:14,Gurugram,DLF The Camellias,Sector 42,Gurugram-DLF The Camellias,Deep Cleaning,9,5,1,rain,26.9,11.5,2.5,HIGH,6,NORMAL,1.0,0.4,0.885,PASS,none,True,False
SYN-ETA-017933,2024-03-15T08:42:13,2024-03-15T08:42:13.200000,2024-03-15T09:13:45.800000,1892.6,gps_geofence,3.49,1145.3,2024-03-15T08:42:13,Noida,Sector 100,Sector 52,Noida-Sector 100,Deep Cleaning,8,4,0,dust,27.9,0.0,2.5,SEVERE,5,HIGH,1.2,0.2,0.797,PASS,none,True,False
SYN-ETA-017934,2024-04-10T18:52:15,2024-04-10T18:52:31.500000,2024-04-10T19:14:55.600000,1344.1,gps_geofence,3.06,965.1,2024-04-10T18:52:15,Gurugram,DLF The Aralias,Sector 62,Gurugram-DLF The Aralias,Cleaning,18,2,0,cloudy,38.1,0.0,8.0,SEVERE,9,LOW,1.0,16.5,0.927,PASS,none,True,False
SYN-ETA-017935,2024-02-03T18:37:12,2024-02-03T18:37:55.400000,2024-02-03T18:40:31.600000,156.2,gps_geofence,0.48,100.2,2024-02-03T18:37:12,Gurugram,Sector 43,Sector 93,Gurugram-Sector 43,Plumbing,18,5,1,dust,17.4,0.0,2.5,HIGH,6,HIGH,1.2,43.4,0.891,PASS,none,True,False
SYN-ETA-017936,2024-06-10T22:13:49,2024-06-10T22:13:49.200000,2024-06-10T22:20:32.300000,403.1,gps_geofence,4.03,372.8,2024-06-10T22:13:49,Noida,Sector 52,Sector 45,Noida-Sector 52,Cleaning,22,0,0,clear,27.9,0.0,10.0,LOW,3,LOW,1.0,0.2,0.917,PASS,none,True,False
SYN-ETA-017937,2024-06-24T09:37:05,2024-06-24T09:37:07.200000,2024-06-24T10:00:35.400000,1408.2,gps_geofence,4.26,917.8,2024-06-24T09:37:05,Delhi,Chanakyapuri,Sector 75,Delhi-Chanakyapuri,General Handyman,9,0,0,heavy_rain,28.4,4.8,2.5,HIGH,6,NORMAL,1.0,2.2,0.507,PASS,none,True,False
SYN-ETA-017938,2024-05-26T08:11:51,2024-05-26T08:11:59.300000,2024-05-26T08:15:06.900000,187.6,gps_geofence,0.45,124.7,2024-05-26T08:11:51,Delhi,Defence Colony,Sector 51,Delhi-Defence Colony,Pest Control,8,6,1,clear,41.5,0.0,10.0,SEVERE,6,NORMAL,1.0,8.3,0.995,PASS,none,True,False
SYN-ETA-017939,2024-02-27T13:26:07,2024-02-27T13:26:25.200000,2024-02-27T13:43:33.500000,1028.3,gps_geofence,5.62,802.5,2024-02-27T13:26:07,Delhi,Greater Kailash,Sector 44,Delhi-Greater Kailash,General Handyman,13,1,0,dust,14.3,0.0,2.5,MODERATE,5,NORMAL,1.0,18.2,0.704,PASS,none,True,False
SYN-ETA-017940,2024-04-13T09:07:37,2024-04-13T09:07:58.800000,2024-04-13T09:22:10.300000,851.5,gps_geofence,3.55,673.9,2024-04-13T09:07:37,Gurugram,Cyber City,Sector 93,Gurugram-Cyber City,General Handyman,9,5,1,partly_cloudy,38.5,0.0,8.0,HIGH,5,NORMAL,1.0,21.8,0.452,PASS,none,True,False
SYN-ETA-017941,2024-03-30T08:05:02,2024-03-30T08:05:04.400000,2024-03-30T08:34:16.200000,1751.8,gps_geofence,5.83,1248.9,2024-03-30T08:05:02,Gurugram,DLF The Crest,Sector 52,Gurugram-DLF The Crest,Plumbing,8,5,1,dust,36.4,0.0,2.5,HIGH,5,LOW,1.0,2.4,0.76,PASS,none,True,False
SYN-ETA-017942,2024-01-20T10:36:14,2024-01-20T10:36:24.100000,2024-01-20T11:28:18.300000,3114.2,gps_geofence,4.25,1677.2,2024-01-20T10:36:14,Gurugram,DLF The Crest,Sector 42,Gurugram-DLF The Crest,Plumbing,10,5,1,fog,13.9,0.0,2.5,SEVERE,12,NORMAL,1.0,10.1,0.703,PASS,none,True,False
SYN-ETA-017943,2024-06-11T10:47:38,2024-06-11T10:47:50.400000,2024-06-11T11:02:50.700000,900.3,gps_geofence,3.87,712.9,2024-06-11T10:47:38,Gurugram,DLF The Camellias,Sector 42,Gurugram-DLF The Camellias,Beauty/Salon,10,1,0,partly_cloudy,31.6,0.0,8.0,HIGH,8,NORMAL,1.0,12.4,0.858,PASS,none,True,False
SYN-ETA-017944,2024-02-28T06:30:19,2024-02-28T06:30:28.300000,2024-02-28T06:42:30.400000,722.1,job_start,3.47,560.8,2024-02-28T06:30:19,Gurugram,DLF The Belaire,Sector 51,Gurugram-DLF The Belaire,Cleaning,6,2,0,fog,16.0,0.0,2.5,MODERATE,9,LOW,1.0,9.3,0.963,PASS,none,True,False
SYN-ETA-017945,2024-01-11T07:26:15,2024-01-11T07:26:18.400000,2024-01-11T07:35:54.900000,576.5,gps_geofence,3.74,435.7,2024-01-11T07:26:15,Delhi,Greater Kailash,Sector 55,Delhi-Greater Kailash,AC Service,7,3,0,clear,13.4,0.0,10.0,MODERATE,4,LOW,1.0,3.4,0.837,PASS,none,True,False
SYN-ETA-017946,2024-01-14T19:35:44,2024-01-14T19:36:29.800000,2024-01-14T19:45:42,552.2,job_start,3.1,414.7,2024-01-14T19:35:44,Delhi,Vasant Vihar,Sector 45,Delhi-Vasant Vihar,Cleaning,19,6,1,dust,12.9,0.0,2.5,MODERATE,2,HIGH,1.2,45.8,0.91,PASS,none,True,False
SYN-ETA-017947,2024-03-08T08:35:39,2024-03-08T08:35:47,2024-03-08T08:47:40.200000,713.2,gps_geofence,3.12,546.0,2024-03-08T08:35:39,Gurugram,Sector 44,Sector 42,Gurugram-Sector 44,Deep Cleaning,8,4,0,clear,41.0,0.0,10.0,HIGH,4,LOW,1.0,8.0,0.806,PASS,none,True,False
SYN-ETA-017948,2024-01-04T09:41:16,2024-01-04T09:41:19.700000,2024-01-04T10:18:36.900000,2237.2,gps_geofence,4.72,1395.0,2024-01-04T09:41:16,Delhi,Vasant Kunj,Sector 44,Delhi-Vasant Kunj,Electrical,9,3,0,partly_cloudy,11.8,0.0,8.0,SEVERE,10,HIGH,1.2,3.7,0.492,PASS,none,True,False
SYN-ETA-017949,2024-03-08T10:52:35,2024-03-08T10:52:38.700000,2024-03-08T11:31:47.800000,2349.1,gps_geofence,8.59,1907.4,2024-03-08T10:52:35,Gurugram,Sushant Lok,Sector 52,Gurugram-Sushant Lok,AC Service,10,4,0,dust,38.3,0.0,2.5,HIGH,3,HIGH,1.2,3.7,0.839,PASS,none,True,False
SYN-ETA-017950,2024-06-23T08:06:10,2024-06-23T08:06:18.300000,2024-06-23T08:46:32.600000,2414.3,gps_geofence,8.84,1649.5,2024-06-23T08:06:10,Gurugram,Golf Course Road,Sector 42,Gurugram-Golf Course Road,Appliance Repair,8,6,1,cloudy,24.2,0.0,8.0,HIGH,9,LOW,1.0,8.3,0.869,PASS,none,True,False
SYN-ETA-017951,2024-01-10T09:44:52,2024-01-10T09:45:10.100000,2024-01-10T10:20:59.400000,2149.3,gps_geofence,3.43,1276.9,2024-01-10T09:44:52,Gurugram,DLF The Camellias,Sector 75,Gurugram-DLF The Camellias,Electrical,9,2,0,dust,14.0,0.0,2.5,SEVERE,9,LOW,1.0,18.1,0.904,PASS,none,True,False
SYN-ETA-017952,2024-05-06T19:57:58,2024-05-06T19:58:09.600000,2024-05-06T20:08:50,640.4,gps_geofence,3.13,616.6,2024-05-06T19:57:58,Gurugram,DLF The Belaire,Sector 45,Gurugram-DLF The Belaire,Cleaning,19,0,0,partly_cloudy,35.9,0.0,8.0,HIGH,9,LOW,1.0,11.6,0.63,PASS,none,True,False
SYN-ETA-017953,2024-06-19T18:51:35,2024-06-19T18:52:08.800000,2024-06-19T18:53:23.900000,75.1,gps_geofence,0.3,54.1,2024-06-19T18:51:35,Noida,Greater Noida West,Sector 55,Noida-Greater Noida West,Carpentry,18,2,0,clear,25.3,0.0,10.0,HIGH,4,HIGH,1.2,33.8,0.839,PASS,none,True,False
SYN-ETA-017954,2024-06-24T20:23:00,2024-06-24T20:23:11.800000,2024-06-24T20:46:52,1420.2,gps_geofence,2.97,958.3,2024-06-24T20:23:00,Gurugram,Cyber City,Sector 45,Gurugram-Cyber City,Deep Cleaning,20,0,0,rain,33.2,4.8,2.5,SEVERE,8,HIGH,1.2,11.8,0.882,PASS,none,True,False
SYN-ETA-017955,2024-01-14T17:42:41,2024-01-14T17:42:43.200000,2024-01-14T18:24:59.200000,2536.0,gps_geofence,5.28,1550.7,2024-01-14T17:42:41,Delhi,Chanakyapuri,Sector 75,Delhi-Chanakyapuri,Deep Cleaning,17,6,1,partly_cloudy,11.4,0.0,8.0,SEVERE,5,NORMAL,1.0,2.2,0.873,PASS,none,True,False
SYN-ETA-017956,2024-04-13T18:20:01,2024-04-13T18:20:05.600000,2024-04-13T18:34:55.500000,889.9,gps_geofence,1.89,569.7,2024-04-13T18:20:01,Delhi,Greater Kailash,Sector 55,Delhi-Greater Kailash,Deep Cleaning,18,5,1,partly_cloudy,42.5,0.0,8.0,SEVERE,6,HIGH,1.2,4.6,0.783,PASS,none,True,False
SYN-ETA-017957,2024-05-28T10:45:34,2024-05-28T10:45:42.800000,2024-05-28T11:06:02.900000,1220.1,job_start,5.17,948.2,2024-05-28T10:45:34,Delhi,Malviya Nagar,Sector 50,Delhi-Malviya Nagar,Appliance Repair,10,1,0,clear,31.1,0.0,10.0,HIGH,3,VERY_HIGH,1.5,8.8,0.853,PASS,none,True,False
SYN-ETA-017958,2024-05-01T19:00:47,2024-05-01T19:00:47.200000,2024-05-01T19:30:04.100000,1756.9,job_start,6.12,1038.5,2024-05-01T19:00:47,Delhi,Saket,Sector 51,Delhi-Saket,Appliance Repair,19,2,0,cloudy,37.1,0.0,8.0,HIGH,7,LOW,1.0,0.2,0.782,PASS,none,True,False
SYN-ETA-017959,2024-02-18T09:29:20,2024-02-18T09:31:14.600000,2024-02-18T09:49:44.100000,1109.5,gps_geofence,4.49,847.2,2024-02-18T09:29:20,Delhi,Golf Links,Sector 44,Delhi-Golf Links,Carpentry,9,6,1,partly_cloudy,21.2,0.0,8.0,HIGH,5,HIGH,1.2,114.6,0.929,PASS,none,True,False
SYN-ETA-017960,2024-01-01T18:38:34,2024-01-01T18:38:37.300000,2024-01-01T18:45:17.200000,399.9,gps_geofence,2.55,285.9,2024-01-01T18:38:34,Gurugram,DLF Park Place,Sector 75,Gurugram-DLF Park Place,Carpentry,18,0,0,clear,17.9,0.0,10.0,MODERATE,9,LOW,1.0,3.3,0.706,PASS,none,True,False
SYN-ETA-017961,2024-05-12T19:32:01,2024-05-12T19:32:12.600000,2024-05-12T19:47:21.200000,908.6,job_start,3.9,721.9,2024-05-12T19:32:01,Gurugram,Golf Course Road,Sector 50,Gurugram-Golf Course Road,Cleaning,19,6,1,clear,34.1,0.0,10.0,HIGH,7,NORMAL,1.0,11.6,0.82,PASS,none,True,False
SYN-ETA-017962,2024-05-06T11:45:02,2024-05-06T11:46:06.200000,2024-05-06T11:59:21.900000,795.7,gps_geofence,1.94,542.4,2024-05-06T11:45:02,Noida,Greater Noida West,Sector 52,Noida-Greater Noida West,Electrical,11,0,0,partly_cloudy,38.2,0.0,8.0,SEVERE,4,VERY_HIGH,1.5,64.2,0.429,PASS,none,True,False
SYN-ETA-017963,2024-03-24T09:06:57,2024-03-24T09:07:06.300000,2024-03-24T09:13:32.300000,386.0,gps_geofence,2.72,339.3,2024-03-24T09:06:57,Delhi,Saket,Sector 55,Delhi-Saket,Pest Control,9,6,1,partly_cloudy,46.9,0.0,8.0,MODERATE,1,VERY_HIGH,1.5,9.3,0.67,PASS,none,True,False
SYN-ETA-017964,2024-03-20T13:54:14,2024-03-20T13:54:29.200000,2024-03-20T14:20:08.800000,1539.6,gps_geofence,8.12,1249.8,2024-03-20T13:54:14,Delhi,Saket,Sector 93,Delhi-Saket,Pest Control,13,2,0,dust,39.9,0.0,2.5,MODERATE,9,HIGH,1.2,15.2,0.859,PASS,none,True,False
SYN-ETA-017965,2024-01-05T21:40:47,2024-01-05T21:40:57.600000,2024-01-05T21:48:40.400000,462.8,job_start,2.11,340.8,2024-01-05T21:40:47,Noida,Sector 52,Sector 51,Noida-Sector 52,Electrical,21,4,0,clear,14.0,0.0,10.0,HIGH,8,NORMAL,1.0,10.6,0.935,PASS,none,True,False
SYN-ETA-017966,2024-05-25T19:40:21,2024-05-25T19:40:38.600000,2024-05-25T19:56:48.600000,970.0,job_start,3.61,613.7,2024-05-25T19:40:21,Noida,Sector 104,Sector 55,Noida-Sector 104,Cleaning,19,5,1,clear,40.1,0.0,10.0,HIGH,11,LOW,1.0,17.6,0.908,PASS,none,True,False
SYN-ETA-017967,2024-04-20T08:58:32,2024-04-20T08:58:35.500000,2024-04-20T09:15:36,1020.5,job_start,6.27,877.3,2024-04-20T08:58:32,Noida,Sector 104,Sector 50,Noida-Sector 104,Plumbing,8,5,1,dust,41.8,0.0,2.5,MODERATE,6,HIGH,1.2,3.5,0.841,PASS,none,True,False
SYN-ETA-017968,2024-02-21T14:11:09,2024-02-21T14:11:42.300000,2024-02-21T14:22:36.400000,654.1,gps_geofence,3.36,493.1,2024-02-21T14:11:09,Noida,Sector 52,Sector 44,Noida-Sector 52,Pest Control,14,2,0,fog,5.0,0.0,2.5,MODERATE,6,HIGH,1.2,33.3,0.957,PASS,none,True,False
SYN-ETA-017969,2024-03-29T09:52:08,2024-03-29T09:52:28.800000,2024-03-29T10:32:51.400000,2422.6,job_start,5.47,1659.3,2024-03-29T09:52:08,Gurugram,DLF The Camellias,Sector 93,Gurugram-DLF The Camellias,Plumbing,9,4,0,clear,39.2,0.0,10.0,SEVERE,8,NORMAL,1.0,20.8,0.696,PASS,none,True,False
SYN-ETA-017970,2024-05-06T22:41:56,2024-05-06T22:42:06.600000,2024-05-06T22:53:44.800000,698.2,gps_geofence,4.39,519.2,2024-05-06T22:41:56,Noida,Sector 100,Sector 43,Noida-Sector 100,Electrical,22,0,0,partly_cloudy,38.0,0.0,8.0,MODERATE,8,LOW,1.0,10.6,0.724,PASS,none,True,False
SYN-ETA-017971,2024-04-20T17:34:22,2024-04-20T17:34:22.900000,2024-04-20T18:18:43.700000,2660.8,gps_geofence,4.18,1523.1,2024-04-20T17:34:22,Delhi,Vasant Vihar,Sector 45,Delhi-Vasant Vihar,General Handyman,17,5,1,dust,29.2,0.0,2.5,SEVERE,9,NORMAL,1.0,0.9,0.372,PASS,none,True,False
SYN-ETA-017972,2024-02-06T14:13:29,2024-02-06T14:13:45.900000,2024-02-06T14:30:01.400000,975.5,gps_geofence,5.99,704.7,2024-02-06T14:13:29,Delhi,Golf Links,Sector 52,Delhi-Golf Links,Deep Cleaning,14,1,0,partly_cloudy,12.9,0.0,8.0,MODERATE,5,HIGH,1.2,16.9,0.961,PASS,none,True,False
SYN-ETA-017973,2024-04-02T18:25:20,2024-04-02T18:25:35,2024-04-02T19:04:41.300000,2346.3,gps_geofence,8.7,1563.8,2024-04-02T18:25:20,Gurugram,DLF The Aralias,Sector 51,Gurugram-DLF The Aralias,Carpentry,18,1,0,partly_cloudy,38.7,0.0,8.0,HIGH,7,HIGH,1.2,15.0,0.746,PASS,none,True,False
SYN-ETA-017974,2024-05-28T08:35:11,2024-05-28T08:35:30.900000,2024-05-28T08:47:06.200000,695.3,gps_geofence,4.08,509.9,2024-05-28T08:35:11,Gurugram,Sector 42,Sector 44,Gurugram-Sector 42,Appliance Repair,8,1,0,partly_cloudy,42.4,0.0,8.0,MODERATE,5,VERY_HIGH,1.5,19.9,0.815,PASS,none,True,False
SYN-ETA-017975,2024-04-13T16:29:21,2024-04-13T16:29:24.100000,2024-04-13T16:44:11.500000,887.4,gps_geofence,7.45,746.3,2024-04-13T16:29:21,Gurugram,Sector 44,Sector 45,Gurugram-Sector 44,AC Service,16,5,1,dust,33.2,0.0,2.5,LOW,4,NORMAL,1.0,3.1,0.376,PASS,none,True,False
SYN-ETA-017976,2024-05-06T06:37:00,2024-05-06T06:37:04.800000,2024-05-06T06:40:15.800000,191.0,gps_geofence,1.11,147.6,2024-05-06T06:37:00,Gurugram,DLF The Magnolias,Sector 45,Gurugram-DLF The Magnolias,Pest Control,6,0,0,dust,37.2,0.0,2.5,MODERATE,9,NORMAL,1.0,4.8,0.628,PASS,none,True,False
SYN-ETA-017977,2024-02-27T06:46:29,2024-02-27T06:46:37.600000,2024-02-27T06:59:58.300000,800.7,gps_geofence,5.67,713.8,2024-02-27T06:46:29,Gurugram,Golf Course Road,Sector 75,Gurugram-Golf Course Road,Appliance Repair,6,1,0,partly_cloudy,9.9,0.0,8.0,MODERATE,12,NORMAL,1.0,8.6,0.567,PASS,none,True,False
SYN-ETA-017978,2024-03-22T20:39:08,2024-03-22T20:39:22.800000,2024-03-22T20:55:36.200000,973.4,job_start,4.07,757.3,2024-03-22T20:39:08,Gurugram,DLF The Aralias,Sector 52,Gurugram-DLF The Aralias,Appliance Repair,20,4,0,cloudy,35.8,0.0,8.0,HIGH,3,NORMAL,1.0,14.8,0.953,PASS,none,True,False
SYN-ETA-017979,2024-01-19T10:13:18,2024-01-19T10:13:24.900000,2024-01-19T10:31:33.300000,1088.4,gps_geofence,3.38,702.6,2024-01-19T10:13:18,Delhi,Defence Colony,Sector 75,Delhi-Defence Colony,Deep Cleaning,10,4,0,fog,18.9,0.0,2.5,HIGH,6,LOW,1.0,6.9,0.868,PASS,none,True,False
SYN-ETA-017980,2024-03-10T17:56:58,2024-03-10T17:57:18,2024-03-10T18:13:00.200000,942.2,gps_geofence,3.53,657.3,2024-03-10T17:56:58,Gurugram,Sushant Lok,Sector 75,Gurugram-Sushant Lok,Electrical,17,6,1,partly_cloudy,40.6,0.0,8.0,HIGH,7,NORMAL,1.0,20.0,0.849,PASS,none,True,False
SYN-ETA-017981,2024-04-22T18:07:00,2024-04-22T18:07:22.900000,2024-04-22T18:20:34.400000,791.5,gps_geofence,3.87,718.1,2024-04-22T18:07:00,Gurugram,DLF The Belaire,Sector 55,Gurugram-DLF The Belaire,Deep Cleaning,18,0,0,partly_cloudy,39.3,0.0,8.0,HIGH,2,VERY_HIGH,1.5,22.9,0.823,PASS,none,True,False
SYN-ETA-017982,2024-05-14T08:18:58,2024-05-14T08:19:27.700000,2024-05-14T08:41:57,1349.3,gps_geofence,5.21,929.2,2024-05-14T08:18:58,Delhi,Defence Colony,Sector 93,Delhi-Defence Colony,Cleaning,8,1,0,partly_cloudy,40.1,0.0,8.0,HIGH,5,VERY_HIGH,1.5,29.7,0.619,PASS,none,True,False
SYN-ETA-017983,2024-02-22T10:09:16,2024-02-22T10:09:45.800000,2024-02-22T10:29:54.800000,1209.0,job_start,8.54,986.2,2024-02-22T10:09:16,Delhi,Vasant Vihar,Sector 50,Delhi-Vasant Vihar,Electrical,10,3,0,partly_cloudy,20.2,0.0,8.0,MODERATE,6,HIGH,1.2,29.8,0.812,PASS,none,True,False
SYN-ETA-017984,2024-01-06T18:47:58,2024-01-06T18:48:08.500000,2024-01-06T19:16:19.800000,1691.3,gps_geofence,3.7,1145.3,2024-01-06T18:47:58,Noida,Sector 52,Sector 44,Noida-Sector 52,Deep Cleaning,18,5,1,partly_cloudy,16.9,0.0,8.0,SEVERE,11,LOW,1.0,10.5,0.806,PASS,none,True,False
SYN-ETA-017985,2024-06-22T09:52:21,2024-06-22T09:52:35.900000,2024-06-22T10:15:58.800000,1402.9,gps_geofence,3.93,772.2,2024-06-22T09:52:21,Delhi,Sunder Nagar,Sector 51,Delhi-Sunder Nagar,Deep Cleaning,9,5,1,heavy_rain,23.6,9.1,2.5,HIGH,8,VERY_HIGH,1.5,14.9,0.868,PASS,none,True,False
SYN-ETA-017986,2024-03-18T10:09:00,2024-03-18T10:09:52.700000,2024-03-18T10:22:40.500000,767.8,gps_geofence,3.21,618.6,2024-03-18T10:09:00,Noida,Sector 50,Sector 43,Noida-Sector 50,Deep Cleaning,10,0,0,clear,35.1,0.0,10.0,HIGH,8,NORMAL,1.0,52.7,0.876,PASS,none,True,False
SYN-ETA-017987,2024-04-28T09:42:04,2024-04-28T09:42:22.500000,2024-04-28T10:12:26.400000,1803.9,gps_geofence,8.64,1627.4,2024-04-28T09:42:04,Delhi,Defence Colony,Sector 62,Delhi-Defence Colony,Appliance Repair,9,6,1,partly_cloudy,43.3,0.0,8.0,HIGH,10,LOW,1.0,18.5,0.809,PASS,none,True,False
SYN-ETA-017988,2024-01-30T20:30:35,2024-01-30T20:31:02.300000,2024-01-30T20:48:48.500000,1066.2,job_start,4.41,806.9,2024-01-30T20:30:35,Gurugram,Sushant Lok,Sector 42,Gurugram-Sushant Lok,Cleaning,20,1,0,clear,14.7,0.0,10.0,HIGH,6,NORMAL,1.0,27.3,0.813,PASS,none,True,False
SYN-ETA-017989,2024-05-06T21:18:36,2024-05-06T21:18:44.500000,2024-05-06T21:23:51.200000,306.7,gps_geofence,2.26,261.4,2024-05-06T21:18:36,Noida,Sector 93A,Sector 44,Noida-Sector 93A,Electrical,21,0,0,clear,41.2,0.0,10.0,MODERATE,6,NORMAL,1.0,8.5,0.732,PASS,none,True,False
SYN-ETA-017990,2024-03-08T06:20:40,2024-03-08T06:20:57,2024-03-08T06:27:57.800000,420.8,gps_geofence,3.74,354.0,2024-03-08T06:20:40,Noida,Sector 44,Sector 93,Noida-Sector 44,AC Service,6,4,0,clear,32.9,0.0,10.0,LOW,6,LOW,1.0,17.0,0.677,PASS,none,True,False
